id,evidence_type,source_record_id,description,storage_path,confidence,data_source,created_at
EV000126,SURVEILLANCE,SR-CASE-0011-2,Surveillance exhibit supporting case CASE-0011 (smuggling),/secure_vault/synthetic/surveillance/case-0011-2.enc,0.92,SYNTHETIC,2026-03-30T20:05:48Z
EV000126,SURVEILLANCE,SR-CASE-0011-2,Surveillance exhibit supporting case CASE-0011 (smuggling),/secure_vault/synthetic/surveillance/case-0011-2.enc,0.92,SYNTHETIC,2026-03-30T20:05:48Z
EV000127,INVESTIGATION_NOTE,NOTE-CASE-0012-0,Investigation Note exhibit supporting case CASE-0012 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0012-0.enc,0.81,SYNTHETIC,2026-01-15T23:28:34Z
EV000127,INVESTIGATION_NOTE,NOTE-CASE-0012-0,Investigation Note exhibit supporting case CASE-0012 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0012-0.enc,0.81,SYNTHETIC,2026-01-15T23:28:34Z
EV000128,FINANCIAL,TXN-CASE-0012-1,Financial exhibit supporting case CASE-0012 (narcotics trafficking),/secure_vault/synthetic/financial/case-0012-1.enc,0.94,SYNTHETIC,2025-12-30T23:28:34Z
EV000128,FINANCIAL,TXN-CASE-0012-1,Financial exhibit supporting case CASE-0012 (narcotics trafficking),/secure_vault/synthetic/financial/case-0012-1.enc,0.94,SYNTHETIC,2025-12-30T23:28:34Z
EV000129,FIR,FIR-2024-0015,Fir exhibit supporting case CASE-0013 (extortion),/secure_vault/synthetic/fir/case-0013-0.enc,0.93,SYNTHETIC,2024-08-31T22:28:43Z
EV000129,FIR,FIR-2024-0015,Fir exhibit supporting case CASE-0013 (extortion),/secure_vault/synthetic/fir/case-0013-0.enc,0.93,SYNTHETIC,2024-08-31T22:28:43Z
EV000130,INVESTIGATION_NOTE,NOTE-CASE-0013-1,Investigation Note exhibit supporting case CASE-0013 (extortion),/secure_vault/synthetic/investigation_note/case-0013-1.enc,0.81,SYNTHETIC,2024-09-22T22:28:43Z
EV000130,INVESTIGATION_NOTE,NOTE-CASE-0013-1,Investigation Note exhibit supporting case CASE-0013 (extortion),/secure_vault/synthetic/investigation_note/case-0013-1.enc,0.81,SYNTHETIC,2024-09-22T22:28:43Z
EV000131,CDR,CDR-CASE-0014-0,Cdr exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/cdr/case-0014-0.enc,0.87,SYNTHETIC,2024-06-13T19:17:02Z
EV000131,CDR,CDR-CASE-0014-0,Cdr exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/cdr/case-0014-0.enc,0.87,SYNTHETIC,2024-06-13T19:17:02Z
EV000132,CDR,CDR-CASE-0014-1,Cdr exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/cdr/case-0014-1.enc,0.94,SYNTHETIC,2024-06-15T19:17:02Z
EV000132,CDR,CDR-CASE-0014-1,Cdr exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/cdr/case-0014-1.enc,0.94,SYNTHETIC,2024-06-15T19:17:02Z
EV000133,FIR,FIR-2024-0016,Fir exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/fir/case-0014-2.enc,0.94,SYNTHETIC,2024-06-23T19:17:02Z
EV000133,FIR,FIR-2024-0016,Fir exhibit supporting case CASE-0014 (counterfeiting),/secure_vault/synthetic/fir/case-0014-2.enc,0.94,SYNTHETIC,2024-06-23T19:17:02Z
EV000134,FINANCIAL,TXN-CASE-0015-0,Financial exhibit supporting case CASE-0015 (smuggling),/secure_vault/synthetic/financial/case-0015-0.enc,0.9,SYNTHETIC,2025-03-20T10:18:31Z
EV000134,FINANCIAL,TXN-CASE-0015-0,Financial exhibit supporting case CASE-0015 (smuggling),/secure_vault/synthetic/financial/case-0015-0.enc,0.9,SYNTHETIC,2025-03-20T10:18:31Z
EV000135,INVESTIGATION_NOTE,NOTE-CASE-0016-0,Investigation Note exhibit supporting case CASE-0016 (extortion),/secure_vault/synthetic/investigation_note/case-0016-0.enc,0.81,SYNTHETIC,2026-08-13T03:29:14Z
EV000135,INVESTIGATION_NOTE,NOTE-CASE-0016-0,Investigation Note exhibit supporting case CASE-0016 (extortion),/secure_vault/synthetic/investigation_note/case-0016-0.enc,0.81,SYNTHETIC,2026-08-13T03:29:14Z
EV000136,FIR,FIR-2024-0019,Fir exhibit supporting case CASE-0017 (cybercrime),/secure_vault/synthetic/fir/case-0017-0.enc,0.93,SYNTHETIC,2024-11-04T19:21:38Z
EV000136,FIR,FIR-2024-0019,Fir exhibit supporting case CASE-0017 (cybercrime),/secure_vault/synthetic/fir/case-0017-0.enc,0.93,SYNTHETIC,2024-11-04T19:21:38Z
EV000137,SURVEILLANCE,SR-CASE-0018-0,Surveillance exhibit supporting case CASE-0018 (smuggling),/secure_vault/synthetic/surveillance/case-0018-0.enc,0.95,SYNTHETIC,2026-03-27T19:47:56Z
EV000137,SURVEILLANCE,SR-CASE-0018-0,Surveillance exhibit supporting case CASE-0018 (smuggling),/secure_vault/synthetic/surveillance/case-0018-0.enc,0.95,SYNTHETIC,2026-03-27T19:47:56Z
EV000138,INVESTIGATION_NOTE,NOTE-CASE-0019-0,Investigation Note exhibit supporting case CASE-0019 (smuggling),/secure_vault/synthetic/investigation_note/case-0019-0.enc,0.78,SYNTHETIC,2025-07-27T04:26:24Z
EV000138,INVESTIGATION_NOTE,NOTE-CASE-0019-0,Investigation Note exhibit supporting case CASE-0019 (smuggling),/secure_vault/synthetic/investigation_note/case-0019-0.enc,0.78,SYNTHETIC,2025-07-27T04:26:24Z
EV000139,INVESTIGATION_NOTE,NOTE-CASE-0019-1,Investigation Note exhibit supporting case CASE-0019 (smuggling),/secure_vault/synthetic/investigation_note/case-0019-1.enc,0.93,SYNTHETIC,2025-07-11T04:26:24Z
EV000139,INVESTIGATION_NOTE,NOTE-CASE-0019-1,Investigation Note exhibit supporting case CASE-0019 (smuggling),/secure_vault/synthetic/investigation_note/case-0019-1.enc,0.93,SYNTHETIC,2025-07-11T04:26:24Z
EV000140,FINANCIAL,TXN-CASE-0020-0,Financial exhibit supporting case CASE-0020 (counterfeiting),/secure_vault/synthetic/financial/case-0020-0.enc,0.89,SYNTHETIC,2026-01-18T21:36:35Z
EV000140,FINANCIAL,TXN-CASE-0020-0,Financial exhibit supporting case CASE-0020 (counterfeiting),/secure_vault/synthetic/financial/case-0020-0.enc,0.89,SYNTHETIC,2026-01-18T21:36:35Z
EV000141,CDR,CDR-CASE-0020-1,Cdr exhibit supporting case CASE-0020 (counterfeiting),/secure_vault/synthetic/cdr/case-0020-1.enc,0.95,SYNTHETIC,2026-01-02T21:36:35Z
EV000141,CDR,CDR-CASE-0020-1,Cdr exhibit supporting case CASE-0020 (counterfeiting),/secure_vault/synthetic/cdr/case-0020-1.enc,0.95,SYNTHETIC,2026-01-02T21:36:35Z
EV000142,SURVEILLANCE,SR-CASE-0021-0,Surveillance exhibit supporting case CASE-0021 (robbery),/secure_vault/synthetic/surveillance/case-0021-0.enc,0.83,SYNTHETIC,2024-04-15T19:32:41Z
EV000142,SURVEILLANCE,SR-CASE-0021-0,Surveillance exhibit supporting case CASE-0021 (robbery),/secure_vault/synthetic/surveillance/case-0021-0.enc,0.83,SYNTHETIC,2024-04-15T19:32:41Z
EV000143,INVESTIGATION_NOTE,NOTE-CASE-0021-1,Investigation Note exhibit supporting case CASE-0021 (robbery),/secure_vault/synthetic/investigation_note/case-0021-1.enc,0.86,SYNTHETIC,2024-04-03T19:32:41Z
EV000143,INVESTIGATION_NOTE,NOTE-CASE-0021-1,Investigation Note exhibit supporting case CASE-0021 (robbery),/secure_vault/synthetic/investigation_note/case-0021-1.enc,0.86,SYNTHETIC,2024-04-03T19:32:41Z
EV000144,FINANCIAL,TXN-CASE-0022-0,Financial exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/financial/case-0022-0.enc,0.97,SYNTHETIC,2024-08-01T18:41:53Z
EV000144,FINANCIAL,TXN-CASE-0022-0,Financial exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/financial/case-0022-0.enc,0.97,SYNTHETIC,2024-08-01T18:41:53Z
EV000145,INVESTIGATION_NOTE,NOTE-CASE-0022-1,Investigation Note exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0022-1.enc,0.84,SYNTHETIC,2024-08-05T18:41:53Z
EV000145,INVESTIGATION_NOTE,NOTE-CASE-0022-1,Investigation Note exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0022-1.enc,0.84,SYNTHETIC,2024-08-05T18:41:53Z
EV000146,FINANCIAL,TXN-CASE-0022-2,Financial exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/financial/case-0022-2.enc,0.92,SYNTHETIC,2024-08-27T18:41:53Z
EV000146,FINANCIAL,TXN-CASE-0022-2,Financial exhibit supporting case CASE-0022 (narcotics trafficking),/secure_vault/synthetic/financial/case-0022-2.enc,0.92,SYNTHETIC,2024-08-27T18:41:53Z
EV000147,FINANCIAL,TXN-CASE-0023-0,Financial exhibit supporting case CASE-0023 (money laundering),/secure_vault/synthetic/financial/case-0023-0.enc,0.96,SYNTHETIC,2025-05-23T23:13:57Z
EV000147,FINANCIAL,TXN-CASE-0023-0,Financial exhibit supporting case CASE-0023 (money laundering),/secure_vault/synthetic/financial/case-0023-0.enc,0.96,SYNTHETIC,2025-05-23T23:13:57Z
EV000148,INVESTIGATION_NOTE,NOTE-CASE-0024-0,Investigation Note exhibit supporting case CASE-0024 (vehicle theft),/secure_vault/synthetic/investigation_note/case-0024-0.enc,0.9,SYNTHETIC,2024-03-11T17:54:12Z
EV000148,INVESTIGATION_NOTE,NOTE-CASE-0024-0,Investigation Note exhibit supporting case CASE-0024 (vehicle theft),/secure_vault/synthetic/investigation_note/case-0024-0.enc,0.9,SYNTHETIC,2024-03-11T17:54:12Z
EV000149,CDR,CDR-CASE-0025-0,Cdr exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/cdr/case-0025-0.enc,0.97,SYNTHETIC,2025-07-17T11:35:52Z
EV000149,CDR,CDR-CASE-0025-0,Cdr exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/cdr/case-0025-0.enc,0.97,SYNTHETIC,2025-07-17T11:35:52Z
EV000150,FINANCIAL,TXN-CASE-0025-1,Financial exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/financial/case-0025-1.enc,0.79,SYNTHETIC,2025-07-19T11:35:52Z
EV000150,FINANCIAL,TXN-CASE-0025-1,Financial exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/financial/case-0025-1.enc,0.79,SYNTHETIC,2025-07-19T11:35:52Z
EV000151,FIR,FIR-2025-0028,Fir exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/fir/case-0025-2.enc,0.96,SYNTHETIC,2025-06-22T11:35:52Z
EV000151,FIR,FIR-2025-0028,Fir exhibit supporting case CASE-0025 (smuggling),/secure_vault/synthetic/fir/case-0025-2.enc,0.96,SYNTHETIC,2025-06-22T11:35:52Z
EV000152,INVESTIGATION_NOTE,NOTE-CASE-0026-0,Investigation Note exhibit supporting case CASE-0026 (money laundering),/secure_vault/synthetic/investigation_note/case-0026-0.enc,0.76,SYNTHETIC,2024-10-18T20:49:52Z
EV000152,INVESTIGATION_NOTE,NOTE-CASE-0026-0,Investigation Note exhibit supporting case CASE-0026 (money laundering),/secure_vault/synthetic/investigation_note/case-0026-0.enc,0.76,SYNTHETIC,2024-10-18T20:49:52Z
EV000153,FINANCIAL,TXN-CASE-0027-0,Financial exhibit supporting case CASE-0027 (extortion),/secure_vault/synthetic/financial/case-0027-0.enc,0.89,SYNTHETIC,2025-02-22T16:30:00Z
EV000153,FINANCIAL,TXN-CASE-0027-0,Financial exhibit supporting case CASE-0027 (extortion),/secure_vault/synthetic/financial/case-0027-0.enc,0.89,SYNTHETIC,2025-02-22T16:30:00Z
EV000154,CDR,CDR-CASE-0028-0,Cdr exhibit supporting case CASE-0028 (narcotics trafficking),/secure_vault/synthetic/cdr/case-0028-0.enc,0.94,SYNTHETIC,2026-03-16T03:40:50Z
EV000154,CDR,CDR-CASE-0028-0,Cdr exhibit supporting case CASE-0028 (narcotics trafficking),/secure_vault/synthetic/cdr/case-0028-0.enc,0.94,SYNTHETIC,2026-03-16T03:40:50Z
EV000155,SURVEILLANCE,SR-CASE-0028-1,Surveillance exhibit supporting case CASE-0028 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0028-1.enc,0.83,SYNTHETIC,2026-03-18T03:40:50Z
EV000155,SURVEILLANCE,SR-CASE-0028-1,Surveillance exhibit supporting case CASE-0028 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0028-1.enc,0.83,SYNTHETIC,2026-03-18T03:40:50Z
EV000156,FINANCIAL,TXN-CASE-0029-0,Financial exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/financial/case-0029-0.enc,0.83,SYNTHETIC,2024-09-28T16:05:38Z
EV000156,FINANCIAL,TXN-CASE-0029-0,Financial exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/financial/case-0029-0.enc,0.83,SYNTHETIC,2024-09-28T16:05:38Z
EV000157,FINANCIAL,TXN-CASE-0029-1,Financial exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/financial/case-0029-1.enc,0.76,SYNTHETIC,2024-09-18T16:05:38Z
EV000157,FINANCIAL,TXN-CASE-0029-1,Financial exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/financial/case-0029-1.enc,0.76,SYNTHETIC,2024-09-18T16:05:38Z
EV000158,FIR,FIR-2024-0032,Fir exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/fir/case-0029-2.enc,0.88,SYNTHETIC,2024-09-14T16:05:38Z
EV000158,FIR,FIR-2024-0032,Fir exhibit supporting case CASE-0029 (extortion),/secure_vault/synthetic/fir/case-0029-2.enc,0.88,SYNTHETIC,2024-09-14T16:05:38Z
EV000159,SURVEILLANCE,SR-CASE-0030-0,Surveillance exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0030-0.enc,0.85,SYNTHETIC,2026-04-09T06:13:12Z
EV000159,SURVEILLANCE,SR-CASE-0030-0,Surveillance exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0030-0.enc,0.85,SYNTHETIC,2026-04-09T06:13:12Z
EV000160,INVESTIGATION_NOTE,NOTE-CASE-0030-1,Investigation Note exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0030-1.enc,0.94,SYNTHETIC,2026-03-07T06:13:12Z
EV000160,INVESTIGATION_NOTE,NOTE-CASE-0030-1,Investigation Note exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0030-1.enc,0.94,SYNTHETIC,2026-03-07T06:13:12Z
EV000161,FIR,FIR-2026-0033,Fir exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/fir/case-0030-2.enc,0.9,SYNTHETIC,2026-03-15T06:13:12Z
EV000161,FIR,FIR-2026-0033,Fir exhibit supporting case CASE-0030 (narcotics trafficking),/secure_vault/synthetic/fir/case-0030-2.enc,0.9,SYNTHETIC,2026-03-15T06:13:12Z
EV000162,FIR,FIR-2026-0034,Fir exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/fir/case-0031-0.enc,0.92,SYNTHETIC,2026-08-15T04:56:20Z
EV000162,FIR,FIR-2026-0034,Fir exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/fir/case-0031-0.enc,0.92,SYNTHETIC,2026-08-15T04:56:20Z
EV000163,FINANCIAL,TXN-CASE-0031-1,Financial exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/financial/case-0031-1.enc,0.9,SYNTHETIC,2026-08-07T04:56:20Z
EV000163,FINANCIAL,TXN-CASE-0031-1,Financial exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/financial/case-0031-1.enc,0.9,SYNTHETIC,2026-08-07T04:56:20Z
EV000164,INVESTIGATION_NOTE,NOTE-CASE-0031-2,Investigation Note exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/investigation_note/case-0031-2.enc,0.77,SYNTHETIC,2026-08-27T04:56:20Z
EV000164,INVESTIGATION_NOTE,NOTE-CASE-0031-2,Investigation Note exhibit supporting case CASE-0031 (money laundering),/secure_vault/synthetic/investigation_note/case-0031-2.enc,0.77,SYNTHETIC,2026-08-27T04:56:20Z
EV000165,CDR,CDR-CASE-0032-0,Cdr exhibit supporting case CASE-0032 (kidnapping),/secure_vault/synthetic/cdr/case-0032-0.enc,0.86,SYNTHETIC,2026-06-12T04:05:40Z
EV000165,CDR,CDR-CASE-0032-0,Cdr exhibit supporting case CASE-0032 (kidnapping),/secure_vault/synthetic/cdr/case-0032-0.enc,0.86,SYNTHETIC,2026-06-12T04:05:40Z
EV000166,FIR,FIR-2026-0035,Fir exhibit supporting case CASE-0032 (kidnapping),/secure_vault/synthetic/fir/case-0032-1.enc,0.81,SYNTHETIC,2026-06-25T04:05:40Z
EV000166,FIR,FIR-2026-0035,Fir exhibit supporting case CASE-0032 (kidnapping),/secure_vault/synthetic/fir/case-0032-1.enc,0.81,SYNTHETIC,2026-06-25T04:05:40Z
EV000167,SURVEILLANCE,SR-CASE-0033-0,Surveillance exhibit supporting case CASE-0033 (extortion),/secure_vault/synthetic/surveillance/case-0033-0.enc,0.89,SYNTHETIC,2024-10-21T20:54:19Z
EV000167,SURVEILLANCE,SR-CASE-0033-0,Surveillance exhibit supporting case CASE-0033 (extortion),/secure_vault/synthetic/surveillance/case-0033-0.enc,0.89,SYNTHETIC,2024-10-21T20:54:19Z
EV000168,CDR,CDR-CASE-0034-0,Cdr exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/cdr/case-0034-0.enc,0.8,SYNTHETIC,2024-12-03T13:54:19Z
EV000168,CDR,CDR-CASE-0034-0,Cdr exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/cdr/case-0034-0.enc,0.8,SYNTHETIC,2024-12-03T13:54:19Z
EV000169,FIR,FIR-2024-0037,Fir exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/fir/case-0034-1.enc,0.83,SYNTHETIC,2024-11-25T13:54:19Z
EV000169,FIR,FIR-2024-0037,Fir exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/fir/case-0034-1.enc,0.83,SYNTHETIC,2024-11-25T13:54:19Z
EV000170,SURVEILLANCE,SR-CASE-0034-2,Surveillance exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/surveillance/case-0034-2.enc,0.81,SYNTHETIC,2024-12-02T13:54:19Z
EV000170,SURVEILLANCE,SR-CASE-0034-2,Surveillance exhibit supporting case CASE-0034 (fraud),/secure_vault/synthetic/surveillance/case-0034-2.enc,0.81,SYNTHETIC,2024-12-02T13:54:19Z
EV000171,INVESTIGATION_NOTE,NOTE-CASE-0035-0,Investigation Note exhibit supporting case CASE-0035 (smuggling),/secure_vault/synthetic/investigation_note/case-0035-0.enc,0.93,SYNTHETIC,2024-05-09T06:06:52Z
EV000171,INVESTIGATION_NOTE,NOTE-CASE-0035-0,Investigation Note exhibit supporting case CASE-0035 (smuggling),/secure_vault/synthetic/investigation_note/case-0035-0.enc,0.93,SYNTHETIC,2024-05-09T06:06:52Z
EV000172,INVESTIGATION_NOTE,NOTE-CASE-0036-0,Investigation Note exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/investigation_note/case-0036-0.enc,0.96,SYNTHETIC,2025-05-02T02:41:28Z
EV000172,INVESTIGATION_NOTE,NOTE-CASE-0036-0,Investigation Note exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/investigation_note/case-0036-0.enc,0.96,SYNTHETIC,2025-05-02T02:41:28Z
EV000173,FINANCIAL,TXN-CASE-0036-1,Financial exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/financial/case-0036-1.enc,0.84,SYNTHETIC,2025-05-26T02:41:28Z
EV000173,FINANCIAL,TXN-CASE-0036-1,Financial exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/financial/case-0036-1.enc,0.84,SYNTHETIC,2025-05-26T02:41:28Z
EV000174,SURVEILLANCE,SR-CASE-0036-2,Surveillance exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/surveillance/case-0036-2.enc,0.88,SYNTHETIC,2025-04-27T02:41:28Z
EV000174,SURVEILLANCE,SR-CASE-0036-2,Surveillance exhibit supporting case CASE-0036 (robbery),/secure_vault/synthetic/surveillance/case-0036-2.enc,0.88,SYNTHETIC,2025-04-27T02:41:28Z
EV000175,SURVEILLANCE,SR-CASE-0037-0,Surveillance exhibit supporting case CASE-0037 (counterfeiting),/secure_vault/synthetic/surveillance/case-0037-0.enc,0.85,SYNTHETIC,2025-10-05T13:44:16Z
EV000175,SURVEILLANCE,SR-CASE-0037-0,Surveillance exhibit supporting case CASE-0037 (counterfeiting),/secure_vault/synthetic/surveillance/case-0037-0.enc,0.85,SYNTHETIC,2025-10-05T13:44:16Z
EV000176,FINANCIAL,TXN-CASE-0038-0,Financial exhibit supporting case CASE-0038 (extortion),/secure_vault/synthetic/financial/case-0038-0.enc,0.8,SYNTHETIC,2026-03-29T16:00:15Z
EV000176,FINANCIAL,TXN-CASE-0038-0,Financial exhibit supporting case CASE-0038 (extortion),/secure_vault/synthetic/financial/case-0038-0.enc,0.8,SYNTHETIC,2026-03-29T16:00:15Z
EV000177,SURVEILLANCE,SR-CASE-0038-1,Surveillance exhibit supporting case CASE-0038 (extortion),/secure_vault/synthetic/surveillance/case-0038-1.enc,0.91,SYNTHETIC,2026-04-10T16:00:15Z
EV000177,SURVEILLANCE,SR-CASE-0038-1,Surveillance exhibit supporting case CASE-0038 (extortion),/secure_vault/synthetic/surveillance/case-0038-1.enc,0.91,SYNTHETIC,2026-04-10T16:00:15Z
EV000178,INVESTIGATION_NOTE,NOTE-CASE-0039-0,Investigation Note exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/investigation_note/case-0039-0.enc,0.96,SYNTHETIC,2024-06-05T08:40:23Z
EV000178,INVESTIGATION_NOTE,NOTE-CASE-0039-0,Investigation Note exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/investigation_note/case-0039-0.enc,0.96,SYNTHETIC,2024-06-05T08:40:23Z
EV000179,INVESTIGATION_NOTE,NOTE-CASE-0039-1,Investigation Note exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/investigation_note/case-0039-1.enc,0.82,SYNTHETIC,2024-05-20T08:40:23Z
EV000179,INVESTIGATION_NOTE,NOTE-CASE-0039-1,Investigation Note exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/investigation_note/case-0039-1.enc,0.82,SYNTHETIC,2024-05-20T08:40:23Z
EV000180,CDR,CDR-CASE-0039-2,Cdr exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/cdr/case-0039-2.enc,0.92,SYNTHETIC,2024-05-28T08:40:23Z
EV000180,CDR,CDR-CASE-0039-2,Cdr exhibit supporting case CASE-0039 (extortion),/secure_vault/synthetic/cdr/case-0039-2.enc,0.92,SYNTHETIC,2024-05-28T08:40:23Z
EV000181,FIR,FIR-2025-0043,Fir exhibit supporting case CASE-0040 (narcotics trafficking),/secure_vault/synthetic/fir/case-0040-0.enc,0.9,SYNTHETIC,2025-04-01T03:15:34Z
EV000181,FIR,FIR-2025-0043,Fir exhibit supporting case CASE-0040 (narcotics trafficking),/secure_vault/synthetic/fir/case-0040-0.enc,0.9,SYNTHETIC,2025-04-01T03:15:34Z
EV000182,CDR,CDR-CASE-0040-1,Cdr exhibit supporting case CASE-0040 (narcotics trafficking),/secure_vault/synthetic/cdr/case-0040-1.enc,0.81,SYNTHETIC,2025-03-14T03:15:34Z
EV000182,CDR,CDR-CASE-0040-1,Cdr exhibit supporting case CASE-0040 (narcotics trafficking),/secure_vault/synthetic/cdr/case-0040-1.enc,0.81,SYNTHETIC,2025-03-14T03:15:34Z
EV000183,INVESTIGATION_NOTE,NOTE-CASE-0041-0,Investigation Note exhibit supporting case CASE-0041 (cybercrime),/secure_vault/synthetic/investigation_note/case-0041-0.enc,0.94,SYNTHETIC,2025-02-04T10:51:27Z
EV000183,INVESTIGATION_NOTE,NOTE-CASE-0041-0,Investigation Note exhibit supporting case CASE-0041 (cybercrime),/secure_vault/synthetic/investigation_note/case-0041-0.enc,0.94,SYNTHETIC,2025-02-04T10:51:27Z
EV000184,SURVEILLANCE,SR-CASE-0041-1,Surveillance exhibit supporting case CASE-0041 (cybercrime),/secure_vault/synthetic/surveillance/case-0041-1.enc,0.79,SYNTHETIC,2025-01-18T10:51:27Z
EV000184,SURVEILLANCE,SR-CASE-0041-1,Surveillance exhibit supporting case CASE-0041 (cybercrime),/secure_vault/synthetic/surveillance/case-0041-1.enc,0.79,SYNTHETIC,2025-01-18T10:51:27Z
EV000185,FINANCIAL,TXN-CASE-0042-0,Financial exhibit supporting case CASE-0042 (murder),/secure_vault/synthetic/financial/case-0042-0.enc,0.81,SYNTHETIC,2025-06-18T22:12:28Z
EV000185,FINANCIAL,TXN-CASE-0042-0,Financial exhibit supporting case CASE-0042 (murder),/secure_vault/synthetic/financial/case-0042-0.enc,0.81,SYNTHETIC,2025-06-18T22:12:28Z
EV000186,INVESTIGATION_NOTE,NOTE-CASE-0043-0,Investigation Note exhibit supporting case CASE-0043 (fraud),/secure_vault/synthetic/investigation_note/case-0043-0.enc,0.82,SYNTHETIC,2025-11-01T13:23:21Z
EV000186,INVESTIGATION_NOTE,NOTE-CASE-0043-0,Investigation Note exhibit supporting case CASE-0043 (fraud),/secure_vault/synthetic/investigation_note/case-0043-0.enc,0.82,SYNTHETIC,2025-11-01T13:23:21Z
EV000187,SURVEILLANCE,SR-CASE-0043-1,Surveillance exhibit supporting case CASE-0043 (fraud),/secure_vault/synthetic/surveillance/case-0043-1.enc,0.78,SYNTHETIC,2025-11-13T13:23:21Z
EV000187,SURVEILLANCE,SR-CASE-0043-1,Surveillance exhibit supporting case CASE-0043 (fraud),/secure_vault/synthetic/surveillance/case-0043-1.enc,0.78,SYNTHETIC,2025-11-13T13:23:21Z
EV000188,INVESTIGATION_NOTE,NOTE-CASE-0044-0,Investigation Note exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/investigation_note/case-0044-0.enc,0.85,SYNTHETIC,2024-10-22T16:49:56Z
EV000188,INVESTIGATION_NOTE,NOTE-CASE-0044-0,Investigation Note exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/investigation_note/case-0044-0.enc,0.85,SYNTHETIC,2024-10-22T16:49:56Z
EV000189,SURVEILLANCE,SR-CASE-0044-1,Surveillance exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/surveillance/case-0044-1.enc,0.88,SYNTHETIC,2024-11-04T16:49:56Z
EV000189,SURVEILLANCE,SR-CASE-0044-1,Surveillance exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/surveillance/case-0044-1.enc,0.88,SYNTHETIC,2024-11-04T16:49:56Z
EV000190,INVESTIGATION_NOTE,NOTE-CASE-0044-2,Investigation Note exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/investigation_note/case-0044-2.enc,0.91,SYNTHETIC,2024-10-20T16:49:56Z
EV000190,INVESTIGATION_NOTE,NOTE-CASE-0044-2,Investigation Note exhibit supporting case CASE-0044 (cybercrime),/secure_vault/synthetic/investigation_note/case-0044-2.enc,0.91,SYNTHETIC,2024-10-20T16:49:56Z
